"StudyID","VCs","Traits","Crops","Country_std","Analysis_std","Software_std","Analysis_category","Analysis_group","Software_category","Software_group","Country_category","Country_group"
641,"Consumer","Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Sorghum","Brazil","Chi-Square Analysis","Excel/XLSTAT","Hypothesis_Testing","statistical inference","Excel_XLSTAT","Paid_proprietary","South_America","Latin_America_and_the_Caribbean"
495,"Other: Extension agents","Sensory (aroma, taste, appearance, etc.); Storability","Sorghum","Ghana","Correlation Analysis","Not reported","Correlation_Association","statistical inference",NA,NA,"West_Africa","Africa"
404,"Farmer/grower","Size and shape; Color; Grain morphology (e.g. pericarp thickness); Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Ethiopia","ANOVA","Not reported","Hypothesis_Testing","statistical inference",NA,NA,"East_Africa","Africa"
356,"Farmer/grower","Size and shape; Starch, protein, tannins, fiber, and/or fat; Micronutrients; Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.); Storability","Sorghum","Uganda","Chi-Square Analysis","Excel/XLSTAT","Hypothesis_Testing","statistical inference","Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
356,"Farmer/grower","Size and shape; Starch, protein, tannins, fiber, and/or fat; Micronutrients; Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.); Storability","Sorghum","Uganda","Pair-wise rankings","Excel/XLSTAT","Rank_choice","statistical inference","Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
356,"Farmer/grower","Size and shape; Starch, protein, tannins, fiber, and/or fat; Micronutrients; Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.); Storability","Sorghum","Uganda","Principal Component Analysis","Excel/XLSTAT","Dimension_Reduction","Multivariate_Analysis","Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
321,"Farmer/grower","Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Nicaragua","Spearman Correlation","Excel/XLSTAT","Correlation_Association","statistical inference","Excel_XLSTAT","Paid_proprietary","Central_America","Latin_America_and_the_Caribbean"
321,"Farmer/grower","Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Nicaragua","Chi-Square Analysis","Excel/XLSTAT","Hypothesis_Testing","statistical inference","Excel_XLSTAT","Paid_proprietary","Central_America","Latin_America_and_the_Caribbean"
321,"Farmer/grower","Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Nicaragua","ANOVA","Excel/XLSTAT","Hypothesis_Testing","statistical inference","Excel_XLSTAT","Paid_proprietary","Central_America","Latin_America_and_the_Caribbean"
303,"Farmer/grower; Consumer; Processor/miller; Distribution/retailer/trader","Other: Sugar","Finger millet","Nepal","Logistic Regression","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,"South_Asia","Asia"
303,"Farmer/grower; Consumer; Processor/miller; Distribution/retailer/trader","Other: Sugar","Finger millet","Nepal","Logistic Regression","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,"South_Asia","Asia"
300,"Farmer/grower; Chef/brewer/home cook","Size and shape; Color","Pearl millet","Niger","Chi-Square Analysis","Not reported","Hypothesis_Testing","statistical inference",NA,NA,"West_Africa","Africa"
300,"Farmer/grower; Chef/brewer/home cook","Size and shape; Color","Pearl millet","Niger","Logistic Regression","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,"West_Africa","Africa"
300,"Farmer/grower; Chef/brewer/home cook","Size and shape; Color","Pearl millet","Niger","t-test","Not reported","Hypothesis_Testing","statistical inference",NA,NA,"West_Africa","Africa"
293,"Farmer/grower; Consumer","Size and shape; Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.); Storability","Sorghum; Pearl millet","Malawi","Chi-Square Analysis","Excel/XLSTAT","Hypothesis_Testing","statistical inference","Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
245,"Farmer/grower","Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Sorghum","Kenya","Regression","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,"East_Africa","Africa"
245,"Farmer/grower","Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Sorghum","Kenya","Wald Test","Not reported","Hypothesis_Testing","statistical inference",NA,NA,"East_Africa","Africa"
168,"Farmer/grower","Size and shape; Color","Sorghum; Pearl millet","India","Conjoint Analysis","Not reported","Rank_choice","statistical inference",NA,NA,"South_Asia","Asia"
168,"Farmer/grower","Size and shape; Color","Sorghum; Pearl millet","India","Logistic Regression","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,"South_Asia","Asia"
4683,"Consumer","Micronutrients; Color; Sensory (aroma, taste, appearance, etc.)","Sorghum","Sudan","internal preference mapping","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","North_Africa","Africa"
4683,"Consumer","Micronutrients; Color; Sensory (aroma, taste, appearance, etc.)","Sorghum","Sudan","PLSR","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","North_Africa","Africa"
4247,"Farmer/grower; Consumer; Chef/brewer/home cook; Other: Service providers","Size and shape; Color; End-use quality (baking, malting, etc.)","Finger millet","Nepal",NA,"Not reported",NA,NA,NA,NA,"South_Asia","Asia"
3920,"Farmer/grower","Color; Grain morphology (e.g. pericarp thickness); Milling/processing quality; End-use quality (baking, malting, etc.); Storability","Sorghum","Zimbabwe","Matrix ranking","Not reported",NA,NA,NA,NA,"Southern_Africa","Africa"
3537,"Consumer; Chef/brewer/home cook","Color; Grain morphology (e.g. pericarp thickness); Milling/processing quality","Sorghum","Mali",NA,"Not reported",NA,NA,NA,NA,"West_Africa","Africa"
3018,"Farmer/grower","Size and shape; Starch, protein, tannins, fiber, and/or fat; Color; Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Ethiopia","Descriptive Statistics","Not reported",NA,NA,NA,NA,"East_Africa","Africa"
3018,"Farmer/grower","Size and shape; Starch, protein, tannins, fiber, and/or fat; Color; Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Ethiopia","Rank index","Not reported","Rank_Index","Descriptive_Statistics",NA,NA,"East_Africa","Africa"
3018,"Farmer/grower","Size and shape; Starch, protein, tannins, fiber, and/or fat; Color; Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Ethiopia","Tobit model","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,"East_Africa","Africa"
2681,"Consumer","Micronutrients; Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Sorghum","Sudan","Check-all-that-apply","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","North_Africa","Africa"
2681,"Consumer","Micronutrients; Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Sorghum","Sudan","Check-all-that-apply","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","North_Africa","Africa"
2681,"Consumer","Micronutrients; Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Sorghum","Sudan","Penalty lift analysis","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","North_Africa","Africa"
2273,"Farmer/grower","Size and shape; Color; Sensory (aroma, taste, appearance, etc.)","Pearl millet","Nigeria",NA,"Not reported",NA,NA,NA,NA,"West_Africa","Africa"
2251,"Farmer/grower; Consumer","Micronutrients; Color","Pearl millet","India","latent class model","Not reported",NA,NA,NA,NA,"South_Asia","Asia"
2251,"Farmer/grower; Consumer","Micronutrients; Color","Pearl millet","India","orthogonalization","Not reported",NA,NA,NA,NA,"South_Asia","Asia"
2249,"Farmer/grower","Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Finger millet","Uganda",NA,"Not reported",NA,NA,NA,NA,"East_Africa","Africa"
2202,"Farmer/grower","Size and shape; Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.); Storability","Sorghum","India",NA,"Not reported",NA,NA,NA,NA,"South_Asia","Asia"
1956,"Farmer/grower","Size and shape; Color; Grain morphology (e.g. pericarp thickness); Sensory (aroma, taste, appearance, etc.); Storability","Sorghum","Chad",NA,"Not reported",NA,NA,NA,NA,"Central_Africa","Africa"
1677,"Farmer/grower","Color","Sorghum","Eritrea","tables","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
1677,"Farmer/grower","Color","Sorghum","Eritrea","tables","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
1677,"Farmer/grower","Color","Sorghum","Eritrea","charts and graphs","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
1677,"Farmer/grower","Color","Sorghum","Eritrea","charts and graphs","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
1627,"Farmer/grower","Sensory (aroma, taste, appearance, etc.); Milling/processing quality","Sorghum","Kenya","Least Significant Difference","Not reported",NA,NA,NA,NA,"East_Africa","Africa"
1300,"Consumer","Color; Grain morphology (e.g. pericarp thickness); Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.); Storability","Sorghum","India","CD) was used to test varietal and treatment effects.","Not reported",NA,NA,NA,NA,"South_Asia","Asia"
1267,"Farmer/grower","Size and shape; Color","Sorghum","Ethiopia","Descriptive Statistics","Not reported",NA,NA,NA,NA,"East_Africa","Africa"
1267,"Farmer/grower","Size and shape; Color","Sorghum","Ethiopia","independent sample T- test","Not reported",NA,NA,NA,NA,"East_Africa","Africa"
1249,"Consumer; Chef/brewer/home cook","Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Finger millet","India","Pearson Correlation","Not reported","Correlation_Association","statistical inference",NA,NA,"South_Asia","Asia"
1242,"Consumer; Chef/brewer/home cook","Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Sorghum","Benin","Descriptive Statistics","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","West_Africa","Africa"
1163,"Consumer; Processor/miller; Chef/brewer/home cook","Grain morphology (e.g. pericarp thickness); Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.); Storability","Sorghum","Mali","Descriptive Statistics","Not reported",NA,NA,NA,NA,"West_Africa","Africa"
1163,"Consumer; Processor/miller; Chef/brewer/home cook","Grain morphology (e.g. pericarp thickness); Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.); Storability","Sorghum","Mali","Kendall Correlation/Concordance","Not reported","Correlation_Association","statistical inference",NA,NA,"West_Africa","Africa"
1142,"Farmer/grower; Consumer; Chef/brewer/home cook","Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.); Storability","Sorghum","Nigeria",NA,"Not reported",NA,NA,NA,NA,"West_Africa","Africa"
1128,"Farmer/grower; Consumer","Size and shape; Sensory (aroma, taste, appearance, etc.)","Pearl millet","India","Tobit model","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,"South_Asia","Asia"
1086,"Consumer","Size and shape; Starch, protein, tannins, fiber, and/or fat; Color; Grain morphology (e.g. pericarp thickness); Milling/processing quality","Sorghum","India",NA,"Not reported",NA,NA,NA,NA,"South_Asia","Asia"
1060,"Farmer/grower","Size and shape; Color; Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Benin","Diversity Index","STATISTICA","Hypothesis_Testing","statistical inference",NA,NA,"West_Africa","Africa"
1060,"Farmer/grower","Size and shape; Color; Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Benin","Descriptive Statistics","STATISTICA",NA,NA,NA,NA,"West_Africa","Africa"
1060,"Farmer/grower","Size and shape; Color; Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Benin","rate of varietal loss","STATISTICA",NA,NA,NA,NA,"West_Africa","Africa"
1060,"Farmer/grower","Size and shape; Color; Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Benin","Dendrogram","STATISTICA",NA,NA,NA,NA,"West_Africa","Africa"
1060,"Farmer/grower","Size and shape; Color; Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum","Benin","Pearson Correlation","STATISTICA","Correlation_Association","statistical inference",NA,NA,"West_Africa","Africa"
973,"Farmer/grower","Size and shape; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.)","Finger millet","Ethiopia","Descriptive Statistics","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
973,"Farmer/grower","Size and shape; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.)","Finger millet","Ethiopia","cost-benefit ratios","Excel/XLSTAT","Cost-benefit_ratios","Economic_Analysis","Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
972,"Farmer/grower","Color","Pearl millet","Côte d'Ivoire","Pearson Correlation","Not reported","Correlation_Association","statistical inference",NA,NA,"West_Africa","Africa"
949,"Farmer/grower","Color; End-use quality (baking, malting, etc.)","Finger millet","Kenya","Descriptive Statistics","Not reported",NA,NA,NA,NA,"East_Africa","Africa"
944,"Farmer/grower; Consumer","Size and shape; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Finger millet","Uganda","Descriptive Statistics","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
934,"Farmer/grower","Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Sorghum","Ghana","Descriptive Statistics","Not reported",NA,NA,NA,NA,"West_Africa","Africa"
918,"Farmer/grower; Processor/miller; Chef/brewer/home cook","Color; Hardness; Grain morphology (e.g. pericarp thickness); Milling/processing quality; Storability","Sorghum","Mali","Qualitative/Thematic Analysis","Excel/XLSTAT","Classification_clustering","statistical inference","Excel_XLSTAT","Paid_proprietary","West_Africa","Africa"
918,"Farmer/grower; Processor/miller; Chef/brewer/home cook","Color; Hardness; Grain morphology (e.g. pericarp thickness); Milling/processing quality; Storability","Sorghum","Mali","Qualitative/Thematic Analysis","QDA/MaxQDA","Classification_clustering","statistical inference","QDA_MaxQDA","Paid_proprietary","West_Africa","Africa"
918,"Farmer/grower; Processor/miller; Chef/brewer/home cook","Color; Hardness; Grain morphology (e.g. pericarp thickness); Milling/processing quality; Storability","Sorghum","Mali","Descriptive Statistics","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","West_Africa","Africa"
918,"Farmer/grower; Processor/miller; Chef/brewer/home cook","Color; Hardness; Grain morphology (e.g. pericarp thickness); Milling/processing quality; Storability","Sorghum","Mali","Descriptive Statistics","QDA/MaxQDA",NA,NA,"QDA_MaxQDA","Paid_proprietary","West_Africa","Africa"
918,"Farmer/grower; Processor/miller; Chef/brewer/home cook","Color; Hardness; Grain morphology (e.g. pericarp thickness); Milling/processing quality; Storability","Sorghum","Mali","Qualitative/Thematic Analysis","Excel/XLSTAT","Classification_clustering","statistical inference","Excel_XLSTAT","Paid_proprietary","West_Africa","Africa"
918,"Farmer/grower; Processor/miller; Chef/brewer/home cook","Color; Hardness; Grain morphology (e.g. pericarp thickness); Milling/processing quality; Storability","Sorghum","Mali","Qualitative/Thematic Analysis","QDA/MaxQDA","Classification_clustering","statistical inference","QDA_MaxQDA","Paid_proprietary","West_Africa","Africa"
912,"Farmer/grower; Consumer; Processor/miller; Distribution/retailer/trader; Chef/brewer/home cook","Size and shape; Starch, protein, tannins, fiber, and/or fat; Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; Storability","Pearl millet","India","Garrett Ranking Test","Not reported","Rank_choice","statistical inference",NA,NA,"South_Asia","Asia"
885,"Farmer/grower","Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; Storability","Finger millet","Zambia","Based on relative ranking between varieties","Not reported",NA,NA,NA,NA,"Southern_Africa","Africa"
850,"Farmer/grower","Size and shape; Color","Sorghum","Nicaragua","Ward's method","Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","Central_America","Latin_America_and_the_Caribbean"
821,"Consumer; Processor/miller","Size and shape; Color; Hardness; Grain morphology (e.g. pericarp thickness); Milling/processing quality","Sorghum","Australia",NA,"Not reported",NA,NA,NA,NA,"Australia_and_New_Zealand","Oceania"
820,"Farmer/grower; Distribution/retailer/trader; Other: extension/agricultural officers and seed companies","Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.)","Pearl millet","India","Cross-Validation","Not reported","Model_Evaluation","statistical inference",NA,NA,"South_Asia","Asia"
799,"Farmer/grower","Size and shape; Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.)","Pearl millet","Namibia",NA,"Not reported",NA,NA,NA,NA,"Southern_Africa","Africa"
785,"Farmer/grower; Consumer","Micronutrients; Color","Pearl millet","India","Latent Class Model","Not reported","Classification_clustering","statistical inference",NA,NA,"South_Asia","Asia"
771,"Farmer/grower","Size and shape; Color","Sorghum; Pearl millet","Zimbabwe","Stability analysis","Not reported","Stability Analysis","Multivariate_Analysis",NA,NA,"Southern_Africa","Africa"
747,"Farmer/grower","Size and shape; Color; Hardness; Sensory (aroma, taste, appearance, etc.); Milling/processing quality; Storability","Finger millet; Little millet; Kodo millet; Barnyard millet","India","Weighted scores for farmer preferences","Not reported",NA,NA,NA,NA,"South_Asia","Asia"
658,"Farmer/grower","Size and shape","Pearl millet","India","AMMI Analysis","Not reported",NA,NA,NA,NA,"South_Asia","Asia"
641,"Consumer","Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Sorghum","Brazil","Cochran's q","Excel/XLSTAT","Hypothesis_Testing","statistical inference","Excel_XLSTAT","Paid_proprietary","South_America","Latin_America_and_the_Caribbean"
641,"Consumer","Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Sorghum","Brazil","Cochran's q","Excel/XLSTAT","Hypothesis_Testing","statistical inference","Excel_XLSTAT","Paid_proprietary","South_America","Latin_America_and_the_Caribbean"
482,"Consumer; Distribution/retailer/trader","Micronutrients","Pearl millet","Nigeria","Qualitative/Thematic Analysis","Excel/XLSTAT","Classification_clustering","statistical inference","Excel_XLSTAT","Paid_proprietary","West_Africa","Africa"
474,"Farmer/grower","Size and shape; Color; Hardness; Grain morphology (e.g. pericarp thickness)","Sorghum","Burkina Faso",NA,"Not reported",NA,NA,NA,NA,"West_Africa","Africa"
370,"Farmer/grower; Consumer; Processor/miller","Size and shape; Color; Sensory (aroma, taste, appearance, etc.); Milling/processing quality","Fonio","Guinea",NA,"Excel/XLSTAT",NA,NA,"Excel_XLSTAT","Paid_proprietary","West_Africa","Africa"
303,"Farmer/grower; Consumer; Processor/miller; Distribution/retailer/trader","Other: Sugar","Finger millet","Nepal","Random Utility ","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,"South_Asia","Asia"
303,"Farmer/grower; Consumer; Processor/miller; Distribution/retailer/trader","Other: Sugar","Finger millet","Nepal","latent class model","Not reported",NA,NA,NA,NA,"South_Asia","Asia"
303,"Farmer/grower; Consumer; Processor/miller; Distribution/retailer/trader","Other: Sugar","Finger millet","Nepal","Descriptive Statistics","Not reported",NA,NA,NA,NA,"South_Asia","Asia"
300,"Farmer/grower; Chef/brewer/home cook","Size and shape; Color","Pearl millet","Niger","Deviations Ratio","Not reported","Deviations_ratio","Descriptive_Statistics",NA,NA,"West_Africa","Africa"
293,"Farmer/grower; Consumer","Size and shape; Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.); Storability","Sorghum; Pearl millet","Malawi","Qualitative/Thematic Analysis","Excel/XLSTAT","Classification_clustering","statistical inference","Excel_XLSTAT","Paid_proprietary","East_Africa","Africa"
1094,"Farmer/grower; Distribution/retailer/trader","Color","Sorghum","Tanzania, also Kenya, Burundi, Rwanda, and Uganda","Logistic Regression","SPSS","Regression_Predictive_Modeling","statistical inference","SPSS","Paid_proprietary",NA,NA
1094,"Farmer/grower; Distribution/retailer/trader","Color","Sorghum","Tanzania, also Kenya, Burundi, Rwanda, and Uganda","Logistic Regression","Stata","Regression_Predictive_Modeling","statistical inference","Stata","Paid_proprietary",NA,NA
896,"Farmer/grower","Color","Sorghum","Tanzania","Logistic Regression","SAS","Regression_Predictive_Modeling","statistical inference","SAS","Paid_proprietary",NA,NA
150,"Farmer/grower","Size and shape; Color; Sensory (aroma, taste, appearance, etc.); End-use quality (baking, malting, etc.)","Finger millet","Tanzania","ANOVA","GenStat","Hypothesis_Testing","statistical inference","GenStat","Paid_proprietary",NA,NA
1094,"Farmer/grower; Distribution/retailer/trader","Color","Sorghum","Tanzania, also Kenya, Burundi, Rwanda, and Uganda","Descriptive Statistics","SPSS",NA,NA,"SPSS","Paid_proprietary",NA,NA
1094,"Farmer/grower; Distribution/retailer/trader","Color","Sorghum","Tanzania, also Kenya, Burundi, Rwanda, and Uganda","Descriptive Statistics","Stata",NA,NA,"Stata","Paid_proprietary",NA,NA
1094,"Farmer/grower; Distribution/retailer/trader","Color","Sorghum","Tanzania, also Kenya, Burundi, Rwanda, and Uganda","Probit model and gross margin analysis","SPSS",NA,NA,"SPSS","Paid_proprietary",NA,NA
1094,"Farmer/grower; Distribution/retailer/trader","Color","Sorghum","Tanzania, also Kenya, Burundi, Rwanda, and Uganda","Probit model and gross margin analysis","Stata",NA,NA,"Stata","Paid_proprietary",NA,NA
896,"Farmer/grower","Color","Sorghum","Tanzania","Maximum Likelihood Estimation","SAS",NA,NA,"SAS","Paid_proprietary",NA,NA
896,"Farmer/grower","Color","Sorghum","Tanzania","Maximum Likelihood Estimation","SAS",NA,NA,"SAS","Paid_proprietary",NA,NA
218,"Consumer","Color; Sensory (aroma, taste, appearance, etc.)","Sorghum","Tanzania","OLS Regression","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,NA,NA
218,"Consumer","Color; Sensory (aroma, taste, appearance, etc.)","Sorghum","Tanzania","Conjoint Analysis","Not reported","Rank_choice","statistical inference",NA,NA,NA,NA
218,"Consumer","Color; Sensory (aroma, taste, appearance, etc.)","Sorghum","Tanzania","Logistic Regression","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,NA,NA
178,"Farmer/grower; Consumer","Color; Milling/processing quality; End-use quality (baking, malting, etc.)","Pearl millet","Nigeria, Mali","Regression","Not reported","Regression_Predictive_Modeling","statistical inference",NA,NA,NA,NA
3122,"Farmer/grower; Processor/miller; Distribution/retailer/trader; Chef/brewer/home cook; Other: Government","Color; Sensory (aroma, taste, appearance, etc.)","Sorghum","Kenya, Uganda, Tanzania","Qualitative/Thematic Analysis","QDA/MaxQDA","Classification_clustering","statistical inference","QDA_MaxQDA","Paid_proprietary",NA,NA
2354,"Farmer/grower","Size and shape; Color; Hardness; End-use quality (baking, malting, etc.)","Sorghum; Pearl millet","Angola, Botswana, Lesotho, Malawi, Mozambique, Namibia, South Africa, Swaziland, Tanzania, Zambia, and Zimbabwe",NA,"Not reported",NA,NA,NA,NA,NA,NA
2239,"Farmer/grower; Consumer; Processor/miller; Distribution/retailer/trader; Chef/brewer/home cook","Size and shape; Color; Hardness; Milling/processing quality","Sorghum; Pearl millet","Mali, Burkina Faso",NA,"Not reported",NA,NA,NA,NA,NA,NA
1574,"Farmer/grower","Size and shape; Starch, protein, tannins, fiber, and/or fat; Color","Sorghum","Ethiopia, Kenya, Malawi, Mozambique, Rwanda, Tanzania, Uganda, Zambia, and Zimbabwe","Ranking","Not reported",NA,NA,NA,NA,NA,NA
1574,"Farmer/grower","Size and shape; Starch, protein, tannins, fiber, and/or fat; Color","Sorghum","Ethiopia, Kenya, Malawi, Mozambique, Rwanda, Tanzania, Uganda, Zambia, and Zimbabwe","Other","Not reported",NA,NA,NA,NA,NA,NA
1000,"Consumer","Color","Sorghum","Tanzania",NA,"Not reported",NA,NA,NA,NA,NA,NA
845,"Farmer/grower","Size and shape; Color; Grain morphology (e.g. pericarp thickness)","Sorghum; Pearl millet; Finger millet","Tanzania",NA,"Not reported",NA,NA,NA,NA,NA,NA
831,"Processor/miller; Chef/brewer/home cook","Color; End-use quality (baking, malting, etc.)","Sorghum; Pearl millet","Tanzania",NA,"Not reported",NA,NA,NA,NA,NA,NA
763,"Farmer/grower; Consumer; Processor/miller","Size and shape; Color; Grain morphology (e.g. pericarp thickness); Sensory (aroma, taste, appearance, etc.); Milling/processing quality; End-use quality (baking, malting, etc.)","Sorghum; Pearl millet","Tanzania",NA,"Not reported",NA,NA,NA,NA,NA,NA
701,"Consumer","Color","Sorghum","Tanzania",NA,"Not reported",NA,NA,NA,NA,NA,NA
178,"Farmer/grower; Consumer","Color; Milling/processing quality; End-use quality (baking, malting, etc.)","Pearl millet","Nigeria, Mali","System dynamics modelling","Not reported",NA,NA,NA,NA,NA,NA
